Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID,tipo
down pants,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown3,11265,4LAK548pbxr8HzPnb,BOTTOMS
down pants,Green,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown4,11266,ezyQsKqbiFkxN33yb,BOTTOMS
down pants,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown5,11267,ndGsiwDgZcpGP69rL,BOTTOMS
down pants,Orange,No,1120,280,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown6,11268,AMTdn9MsNLKpDEWx2,BOTTOMS
down pants,Lime,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown7,11269,fu6ZGqKNMtZQyYzq7,BOTTOMS
down skirt,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown0,4266,3wL2E3cZSa4aRkHGz,BOTTOMS
down skirt,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown1,11328,dBkF3Zf6oWLg3Gt4y,BOTTOMS
down skirt,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown2,11329,QCezqDHXCah3TBZaz,BOTTOMS
down skirt,White,No,1040,260,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown3,11330,7X4aN5KCzFXWL8P9s,BOTTOMS
down skirt,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown4,11331,Hx5JtwDLQhPrihaYM,BOTTOMS
down skirt,Yellow,No,1040,260,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown5,11332,tvwaCKBZWKXPgnYk6,BOTTOMS
down skirt,Orange,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown6,11333,6oMwW9rekLGpZTvWq,BOTTOMS
down skirt,Lime,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown7,11334,KAqonXaQTynmzJpM6,BOTTOMS
draped skirt,Red,No,1820,455,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape0,4505,yZoqHMZqpbCWxRupR,BOTTOMS
draped skirt,Green,No,1820,455,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape1,11656,DM6hBScxAq4ebriqJ,BOTTOMS
draped skirt,Blue,No,1820,455,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape2,11657,zNjaggXwY25wcX5dF,BOTTOMS
draped skirt,Gray,No,1820,455,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape3,11658,7Cq9eFLxn57JAcrTo,BOTTOMS
draped skirt,Orange,No,1820,455,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape4,11659,wd9z4LFNDH8LaF3JD,BOTTOMS
draped skirt,Pink,No,1820,455,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape5,11660,QEXkG9fkbrQw7d44e,BOTTOMS
draped skirt,Purple,No,1820,455,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape6,11661,m648ufsymAXe5gCT2,BOTTOMS
draped skirt,Light blue,No,1820,455,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape7,11662,NJWeNW7PagKY9xcTv,BOTTOMS
dreamy pants,Pink,No,1440,360,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa0,5923,qxz4uFbtDijhELoSY,BOTTOMS
dreamy pants,Green,No,1440,360,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa1,9194,MTyieKigAqK73aGWS,BOTTOMS
dreamy pants,Yellow,No,1440,360,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa2,9195,2T8YtpzT8Q9JEer7j,BOTTOMS
dreamy pants,Blue,No,1440,360,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa3,9196,tqtyCzjYMSQyFc9s6,BOTTOMS
dress pants,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool0,3405,YB8iwLz2z8nhBcNXR,BOTTOMS
dress pants,Navy blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool1,11404,jjGzTyNa4ZaLdqJz7,BOTTOMS
dress pants,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool2,11405,BZRAPb4eYcA6kcHei,BOTTOMS
dress pants,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool3,11406,hGGMn4vHorqBCaPbT,BOTTOMS
elephant-print pants,Red,No,1100,275,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail0,5735,TptfethckFaEv2umX,BOTTOMS
elephant-print pants,Blue,No,1100,275,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail1,9184,vRpzBD9yEctZm3Ypg,BOTTOMS
elephant-print pants,Orange,No,1100,275,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail2,9185,H3xYakEHJu4PDqqBv,BOTTOMS
elephant-print pants,Green,No,1100,275,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail3,9186,adfKNMuuNk5hnokLz,BOTTOMS
elephant-print pants,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail4,9187,Nc42fqDjjkTbGAw5F,BOTTOMS
elephant-print pants,Black,No,1100,275,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail5,9188,H2GKWBafcBg2xpnAv,BOTTOMS
embellished denim pants,Blue,No,1300,325,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim0,5459,nL8iXvEk3KyGuN6dN,BOTTOMS
embellished denim pants,Light blue,No,1300,325,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim1,9539,tea9oG7cEbx48Mpwd,BOTTOMS
embellished denim pants,Black,No,1300,325,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim2,9540,bHgq9muErTbDvecaH,BOTTOMS
embroidered floral skirt,Green,No,1320,330,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery0,4547,3puHTTuuCW8zSegSS,BOTTOMS
embroidered floral skirt,Blue,No,1320,330,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery1,8736,JAsz32D72zGzZkqus,BOTTOMS
embroidered floral skirt,Berry red,No,1320,330,Red,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery2,8737,E9i6TADw7SYbhTrQx,BOTTOMS
embroidered-pattern skirt,Blue,No,1100,275,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric0,4548,rnhaZHTvdzMZBjSqQ,BOTTOMS
embroidered-pattern skirt,Green,No,1100,275,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric1,8738,vGos45xxvLFD2hpNu,BOTTOMS
embroidered-pattern skirt,Red,No,1100,275,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric2,8739,95X4egfZWzLpqXHnG,BOTTOMS
explorer shorts,Camel,No,1040,260,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer0,9841,TauZEXz8mGuXTcxy3,BOTTOMS
explorer shorts,Avocado,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer1,12068,4M5CJwGuT64GeSaLQ,BOTTOMS
explorer shorts,Beige,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer2,12069,5AftSjCxYkFX3D2T9,BOTTOMS
explorer shorts,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer3,12070,FjY7RDn9pa37x83oK,BOTTOMS
faux-fur skirt,Light blue,No,1440,360,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur0,5415,xC4BjxNbbBaDnSKPY,BOTTOMS
faux-fur skirt,Pink,No,1440,360,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur1,8794,DE6yhBPSroP6SSYXT,BOTTOMS
faux-fur skirt,Red,No,1440,360,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur2,8795,sB4fadAttyksKamG4,BOTTOMS
faux-fur skirt,Purple,No,1440,360,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur3,8796,kMTt78m6kS9jSX6yD,BOTTOMS
faux-fur skirt,Yellow,No,1440,360,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur4,8797,nFYDGbYaJ8pX935Pa,BOTTOMS
faux-shearling skirt,Beige,No,1560,390,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton0,5704,tbkDAFjHkzEi6we7W,BOTTOMS
faux-shearling skirt,Pink,No,1560,390,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton1,11335,8GMFDPcrFsX3ymhzB,BOTTOMS
faux-shearling skirt,Green,No,1560,390,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton2,11336,2pb7ShdzGnCQPBiNW,BOTTOMS
faux-shearling skirt,Black,No,1560,390,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton3,11337,aCDhfD5BfTYLG3qXu,BOTTOMS
faux-shearling skirt,Gray,No,1560,390,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton4,11338,QW95DS3pd7MD8WjWr,BOTTOMS
flare skirt,Red,No,1140,285,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare0,4614,aRBpzu6mqFcYYd5uP,BOTTOMS
flare skirt,Black,No,1140,285,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare1,8790,yzAzKqfeZNyMgHpXA,BOTTOMS
flare skirt,Pink,No,1140,285,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare2,8791,Z2cE6GSDY33GgqM85,BOTTOMS
flare skirt,Mint,No,1140,285,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare3,8792,EvfJFFcK8joNcCb2Q,BOTTOMS
flare skirt,Light blue,No,1140,285,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare4,8793,B36kirhtF9EWoiBrr,BOTTOMS
flashy slacks,White,No,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy0,3408,5jce5PN9sChgYiXyw,BOTTOMS
flashy slacks,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy1,11354,QaLiuAsBfGP7ZtYhj,BOTTOMS
flashy slacks,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy2,11355,xu4DZY2htaXCGNDwu,BOTTOMS
flashy slacks,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy3,11356,mcWW6kW87v3hcrNJ9,BOTTOMS
flashy slacks,Aquamarine,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy4,11357,qGu8Qna2nTnNpm4SK,BOTTOMS
flashy slacks,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy5,11358,DrJANPn82YoBTnNHM,BOTTOMS
floral lace skirt,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace0,4612,ykmHyQELAhqGimL2b,BOTTOMS
floral lace skirt,Pink,No,1320,330,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace1,11649,9SN8GjYjQ9HnnQocy,BOTTOMS
floral lace skirt,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace2,11650,fPevGvERgug8XMjAo,BOTTOMS
floral lace skirt,Ruby red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace3,11651,cyedaR7oqKZDDJBGo,BOTTOMS
floral lace skirt,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace4,11652,8oa3cezyGixJNiEqu,BOTTOMS
floral lace skirt,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace5,11653,xze362wgyGn26qr5p,BOTTOMS
floral lace skirt,Purple,No,1320,330,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace6,11654,nGeDMCqd44re2bgPn,BOTTOMS
floral lace skirt,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace7,11655,HCxGmyoHRzEp9ZeBi,BOTTOMS
floral skirt,Light blue,No,1100,275,Light blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower0,5925,uvcRyALs8z7DoxquB,BOTTOMS
floral skirt,Yellow,No,1100,275,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower1,8755,hjXuE9nJSJqpiKpGZ,BOTTOMS
floral skirt,Pink,No,1100,275,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower2,8756,d6ACYF3PCoekDK6Y2,BOTTOMS
football pants,Green,No,980,245,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball0,9844,i46kykKLdRQfv3fYD,BOTTOMS
football pants,White,No,980,245,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball1,12059,uvft6mzMCCXgEG8qq,BOTTOMS
football pants,Yellow,No,980,245,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball2,12060,eDDRfF8i5HCRheX2c,BOTTOMS
football pants,Berry red,No,980,245,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball3,12061,7C2Drte5pnG4HWur3,BOTTOMS
football pants,Blue,No,980,245,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball4,12062,5QFQRHGHvKfrGBR9P,BOTTOMS
football pants,Turquoise,No,980,245,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball5,12063,fZAgtpoSTH3WdpbL3,BOTTOMS
football pants,Red,No,980,245,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball6,12064,2medp8KJqhz6Hw5mY,BOTTOMS
football pants,Black,No,980,245,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball7,12065,SYWWn8sDx8HYcWq7g,BOTTOMS
formal shorts,White,No,840,210,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal0,4372,sSaK6D3uiSjFGcAj7,BOTTOMS
formal shorts,Navy blue,No,840,210,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal1,9092,BpHfoBBwXQ9sLTnX3,BOTTOMS
formal shorts,Pink,No,840,210,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal2,9093,4uFHmdDXq48yrb9C6,BOTTOMS
formal shorts,Light blue,No,840,210,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal3,9094,CTYcXMeRYW8vhCWCX,BOTTOMS
formal shorts,Yellow,No,840,210,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal4,9095,xWcqCJyKrQXjWMP9J,BOTTOMS
formal shorts,Purple,No,840,210,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal5,9096,B9jyFZD7bCa4wbctA,BOTTOMS
formal shorts,Lime,No,840,210,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal6,9097,fCpCZoJQqTBfYLuCJ,BOTTOMS
formal shorts,Beige,No,840,210,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal7,9098,FzZ65NjiwFekCsaBZ,BOTTOMS
frilly pants,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled0,4369,jjeTpSRC3v7tGa9Ee,BOTTOMS
frilly pants,Mint,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled1,9274,4af3KswsDdeZe4dRY,BOTTOMS
frilly pants,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled2,9275,GtwnvbEyK2jaZJGAS,BOTTOMS
frilly pants,Blue,No,1200,300,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled3,9276,Yop2kKQ7gCv8sqtdB,BOTTOMS
frilly pants,Orange,No,1200,300,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled4,9277,iPsftEvdnvDJsxNHG,BOTTOMS
frilly skirt,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled0,4410,XF4SPyL6LTtxkSYzh,BOTTOMS
frilly skirt,Blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled1,8785,fG8cCuBmuJhb58M3h,BOTTOMS
